company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,departure_delay,arrival_delay,scheduled_flight_duration,ground_time_diff,total_pax,children_count,stroller_users,lap_child_count,ssr_count,Hot Transfer,checked_bags,transfer_bags,load_factor
OO,5603,2025-08-02,ORD,FNT,2025-08-02 20:08:00+00:00,2025-08-02 22:30:00+00:00,2025-08-02 20:06:00+00:00,2025-08-02 22:22:00+00:00,50,CRJ-200,Express,101,73,29,-2.0,-8.0,142.0,72,60,3,1,0,4.0,0,17,22,1.0
UA,1842,2025-08-04,ORD,SAN,2025-08-04 20:20:00+00:00,2025-08-04 22:44:00+00:00,2025-08-04 20:19:00+00:00,2025-08-04 22:34:00+00:00,200,A321-2NX,Mainline,85,103,62,-1.0,-10.0,144.0,23,222,7,1,0,1.0,0,68,28,1.0
G7,4380,2025-08-05,ORD,SYR,2025-08-05 07:05:00+00:00,2025-08-05 10:09:00+00:00,2025-08-05 06:58:00+00:00,2025-08-05 10:16:00+00:00,50,CRJ-550,Express,640,393,29,-7.0,7.0,184.0,611,53,3,0,0,3.0,3,5,16,1.0
UA,1909,2025-08-03,ORD,TVC,2025-08-03 10:51:00+00:00,2025-08-03 13:06:00+00:00,2025-08-03 10:57:00+00:00,2025-08-03 12:59:00+00:00,179,B737-900,Mainline,30,50,56,6.0,-7.0,135.0,-26,242,18,7,4,0.0,22,25,74,1.0
UA,881,2025-08-06,ORD,HND,2025-08-06 12:50:00+00:00,2025-08-07 15:55:00+00:00,2025-08-06 12:41:00+00:00,2025-08-07 15:59:00+00:00,318,B787-10,Mainline,391,394,100,-9.0,4.0,1625.0,291,352,14,1,4,5.0,36,80,219,1.0
UA,2144,2025-08-06,ORD,YYZ,2025-08-06 13:01:00+00:00,2025-08-06 15:46:00+00:00,2025-08-06 13:12:00+00:00,2025-08-06 15:48:00+00:00,126,A319-100,Mainline,73,105,52,11.0,2.0,165.0,21,144,5,1,0,1.0,2,66,19,1.0
G7,4611,2025-08-11,ORD,MDT,2025-08-11 07:15:00+00:00,2025-08-11 10:14:00+00:00,2025-08-11 07:23:00+00:00,2025-08-11 10:10:00+00:00,50,CRJ-550,Express,45,27,29,8.0,-4.0,179.0,16,43,0,0,0,1.0,4,12,8,0.86
UA,972,2025-08-07,ORD,BRU,2025-08-07 17:55:00+00:00,2025-08-08 09:00:00+00:00,2025-08-07 18:24:00+00:00,2025-08-08 09:15:00+00:00,318,B787-10,Mainline,696,726,100,29.0,15.0,905.0,596,373,23,4,1,7.0,66,110,232,1.0
UA,2144,2025-08-12,ORD,YYZ,2025-08-12 13:01:00+00:00,2025-08-12 18:33:00+00:00,2025-08-12 13:23:00+00:00,2025-08-12 18:33:00+00:00,126,A319-100,Mainline,76,108,52,22.0,0.0,332.0,24,135,4,0,2,3.0,3,39,24,1.0
UA,1525,2025-08-12,ORD,AUS,2025-08-12 13:40:00+00:00,2025-08-12 16:30:00+00:00,2025-08-12 13:45:00+00:00,2025-08-12 16:50:00+00:00,126,A319-100,Mainline,60,79,43,5.0,20.0,170.0,17,150,6,3,1,2.0,0,37,67,1.0
UA,1224,2025-08-11,ORD,LAX,2025-08-11 06:10:00+00:00,2025-08-11 08:39:00+00:00,2025-08-11 06:06:00+00:00,2025-08-11 08:20:00+00:00,179,B737-900,Mainline,100,103,62,-4.0,-19.0,149.0,38,196,6,2,0,5.0,0,87,2,1.0
YX,3421,2025-08-04,ORD,ROC,2025-08-04 07:15:00+00:00,2025-08-04 10:17:00+00:00,2025-08-04 07:08:00+00:00,2025-08-04 10:02:00+00:00,76,ERJ-175,Express,841,829,70,-7.0,-15.0,182.0,771,83,2,1,0,0.0,8,13,26,1.0
OO,5375,2025-08-05,ORD,GRB,2025-08-05 08:50:00+00:00,2025-08-05 10:11:00+00:00,2025-08-05 08:44:00+00:00,2025-08-05 09:49:00+00:00,50,CRJ-200,Express,46,58,29,-6.0,-22.0,81.0,17,57,2,0,1,2.0,6,16,32,1.0
G7,4600,2025-08-03,ORD,XNA,2025-08-03 15:43:00+00:00,2025-08-03 17:37:00+00:00,2025-08-03 15:40:00+00:00,2025-08-03 17:34:00+00:00,50,CRJ-550,Express,54,68,29,-3.0,-3.0,114.0,25,62,4,1,0,1.0,1,11,21,1.0
UA,1989,2025-08-11,ORD,BOS,2025-08-11 18:20:00+00:00,2025-08-11 21:59:00+00:00,2025-08-11 19:11:00+00:00,2025-08-11 22:36:00+00:00,179,B737-900,Mainline,75,118,56,51.0,37.0,219.0,19,202,7,2,1,3.0,0,74,44,1.0
UA,1776,2025-08-06,ORD,PHL,2025-08-06 18:20:00+00:00,2025-08-06 21:35:00+00:00,2025-08-06 18:24:00+00:00,2025-08-06 23:35:00+00:00,166,B737-800,Mainline,76,94,51,4.0,120.0,195.0,25,160,3,1,1,0.0,0,21,39,0.963855421686747
OO,5517,2025-08-12,ORD,PVD,2025-08-12 18:15:00+00:00,2025-08-12 21:54:00+00:00,2025-08-12 18:27:00+00:00,2025-08-12 22:50:00+00:00,76,ERJ-175,Express,87,69,34,12.0,56.0,219.0,53,44,1,0,0,0.0,0,6,25,0.5789473684210527
OO,4739,2025-08-15,ORD,GRB,2025-08-15 15:35:00+00:00,2025-08-15 16:48:00+00:00,2025-08-15 17:22:00+00:00,2025-08-15 18:41:00+00:00,50,CRJ-200,Express,60,27,29,107.0,113.0,73.0,31,42,0,0,1,2.0,8,14,17,0.84
OO,5699,2025-08-07,ORD,SAV,2025-08-07 18:18:00+00:00,2025-08-07 21:50:00+00:00,2025-08-07 19:23:00+00:00,2025-08-07 22:53:00+00:00,76,ERJ-175,Express,80,108,70,65.0,63.0,212.0,10,84,2,0,1,0.0,0,30,26,1.0
OO,5309,2025-08-04,ORD,FWA,2025-08-04 20:05:00+00:00,2025-08-04 22:21:00+00:00,2025-08-04 19:58:00+00:00,2025-08-04 22:12:00+00:00,50,CRJ-200,Express,82,46,29,-7.0,-9.0,136.0,53,48,0,0,0,0.0,0,13,20,0.96
UA,2133,2025-08-02,ORD,EWR,2025-08-02 15:40:00+00:00,2025-08-02 19:14:00+00:00,2025-08-02 17:41:00+00:00,2025-08-02 21:27:00+00:00,176,B757-200,Mainline,2990,3128,122,121.0,133.0,214.0,2868,235,15,3,0,3.0,6,78,42,1.0
YX,3523,2025-08-03,ORD,RIC,2025-08-03 15:17:00+00:00,2025-08-03 18:38:00+00:00,2025-08-03 15:40:00+00:00,2025-08-03 18:43:00+00:00,76,ERJ-175,Express,34,62,34,23.0,5.0,201.0,0,96,5,1,2,2.0,0,23,22,1.0
YX,3536,2025-08-12,ORD,YUL,2025-08-12 07:15:00+00:00,2025-08-12 10:40:00+00:00,2025-08-12 07:08:00+00:00,2025-08-12 10:34:00+00:00,76,ERJ-175,Express,45,48,42,-7.0,-6.0,205.0,3,48,2,0,0,0.0,0,6,19,0.631578947368421
UA,359,2025-08-14,ORD,MEX,2025-08-14 09:16:00+00:00,2025-08-14 12:45:00+00:00,2025-08-14 09:12:00+00:00,2025-08-14 12:23:00+00:00,150,A320-200,Mainline,115,87,60,-4.0,-22.0,209.0,55,148,4,0,0,8.0,0,87,13,0.9866666666666667
UA,481,2025-08-03,ORD,RNO,2025-08-03 19:52:00+00:00,2025-08-03 22:19:00+00:00,2025-08-03 19:55:00+00:00,2025-08-03 22:14:00+00:00,126,B737-700,Mainline,95,85,43,3.0,-5.0,147.0,52,132,7,3,0,4.0,8,50,40,1.0
OO,5314,2025-08-01,ORD,LNK,2025-08-01 19:40:00+00:00,2025-08-01 21:36:00+00:00,2025-08-01 23:43:00+00:00,2025-08-02 01:20:00+00:00,50,CRJ-550,Express,-40,44,29,243.0,224.0,116.0,-69,35,0,0,0,2.0,11,8,9,0.7
OO,5026,2025-08-01,ORD,JST,2025-08-01 21:05:00+00:00,2025-08-01 23:55:00+00:00,2025-08-01 21:14:00+00:00,2025-08-01 23:48:00+00:00,50,CRJ-200,Express,142,106,29,9.0,-7.0,170.0,113,33,2,0,0,0.0,7,10,5,0.66
UA,1273,2025-08-04,ORD,SFO,2025-08-04 06:30:00+00:00,2025-08-04 09:09:00+00:00,2025-08-04 06:29:00+00:00,2025-08-04 08:51:00+00:00,234,B757-300,Mainline,331,316,66,-1.0,-18.0,159.0,265,243,2,1,1,2.0,0,129,8,1.0
UA,312,2025-08-12,ORD,CHS,2025-08-12 18:15:00+00:00,2025-08-12 21:33:00+00:00,2025-08-12 21:59:00+00:00,2025-08-13 01:09:00+00:00,150,A320-200,Mainline,70,264,46,224.0,216.0,198.0,24,101,0,0,0,1.0,0,29,23,0.6733333333333333
UA,576,2025-08-11,ORD,LAX,2025-08-11 15:35:00+00:00,2025-08-11 18:06:00+00:00,2025-08-11 15:36:00+00:00,2025-08-11 17:49:00+00:00,200,A321-2NX,Mainline,72,94,62,1.0,-17.0,151.0,10,213,10,3,2,3.0,30,96,65,1.0
UA,791,2025-08-11,ORD,DEN,2025-08-11 07:10:00+00:00,2025-08-11 08:58:00+00:00,2025-08-11 08:05:00+00:00,2025-08-11 09:25:00+00:00,200,A321-2NX,Mainline,55,110,68,55.0,27.0,108.0,-13,218,6,2,0,4.0,2,98,7,1.0
UA,1168,2025-08-04,ORD,SFO,2025-08-04 15:54:00+00:00,2025-08-04 18:44:00+00:00,2025-08-04 15:51:00+00:00,2025-08-04 18:26:00+00:00,200,A321-2NX,Mainline,72,71,62,-3.0,-18.0,170.0,10,233,11,3,0,1.0,8,100,34,1.0
G7,4491,2025-08-08,ORD,CAE,2025-08-08 18:30:00+00:00,2025-08-08 21:45:00+00:00,2025-08-08 18:24:00+00:00,2025-08-08 21:23:00+00:00,50,CRJ-550,Express,80,68,29,-6.0,-22.0,195.0,51,47,0,0,0,0.0,0,11,42,0.94
UA,1996,2025-08-05,ORD,SJU,2025-08-05 08:49:00+00:00,2025-08-05 14:44:00+00:00,2025-08-05 08:41:00+00:00,2025-08-05 14:38:00+00:00,200,A321-2NX,Mainline,514,520,62,-8.0,-6.0,355.0,452,266,19,2,3,9.0,4,106,32,1.0
UA,786,2025-08-15,ORD,BTV,2025-08-15 11:17:00+00:00,2025-08-15 14:33:00+00:00,2025-08-15 11:08:00+00:00,2025-08-15 14:19:00+00:00,150,A320-200,Mainline,157,170,46,-9.0,-14.0,196.0,111,170,7,1,0,4.0,1,40,46,1.0
OO,5977,2025-08-03,ORD,ICT,2025-08-03 12:45:00+00:00,2025-08-03 14:48:00+00:00,2025-08-03 12:40:00+00:00,2025-08-03 14:44:00+00:00,76,ERJ-175,Express,47,70,34,-5.0,-4.0,123.0,13,77,5,1,0,1.0,8,12,23,1.0
OO,5646,2025-08-05,ORD,ATW,2025-08-05 13:59:00+00:00,2025-08-05 15:10:00+00:00,2025-08-05 13:53:00+00:00,2025-08-05 15:12:00+00:00,50,CRJ-200,Express,55,64,29,-6.0,2.0,71.0,26,53,4,0,0,2.0,4,11,25,1.0
YX,3690,2025-08-04,ORD,IND,2025-08-04 15:40:00+00:00,2025-08-04 17:53:00+00:00,2025-08-04 15:49:00+00:00,2025-08-04 17:55:00+00:00,76,ERJ-175,Express,57,82,34,9.0,2.0,133.0,23,78,2,1,0,0.0,6,18,26,1.0
UA,2226,2025-08-06,ORD,CLE,2025-08-06 14:27:00+00:00,2025-08-06 16:54:00+00:00,2025-08-06 14:30:00+00:00,2025-08-06 16:58:00+00:00,179,B737-900,Mainline,73,80,56,3.0,4.0,147.0,17,199,9,2,1,7.0,0,45,51,1.0
OO,5398,2025-08-06,ORD,IND,2025-08-06 10:55:00+00:00,2025-08-06 13:07:00+00:00,2025-08-06 12:03:00+00:00,2025-08-06 14:08:00+00:00,76,ERJ-175,Express,-63,32,34,68.0,61.0,132.0,-97,63,1,0,0,0.0,3,15,22,0.8289473684210527
UA,1577,2025-08-03,ORD,SFO,2025-08-03 14:40:00+00:00,2025-08-03 17:26:00+00:00,2025-08-03 14:42:00+00:00,2025-08-03 17:54:00+00:00,234,B757-300,Mainline,80,77,66,2.0,28.0,166.0,14,261,10,1,0,6.0,0,132,32,1.0
YX,3700,2025-08-14,ORD,BNA,2025-08-14 07:25:00+00:00,2025-08-14 09:13:00+00:00,2025-08-14 07:16:00+00:00,2025-08-14 08:49:00+00:00,76,ERJ-175,Express,56,60,34,-9.0,-24.0,108.0,22,70,0,0,0,1.0,0,23,19,0.9210526315789473
OO,5352,2025-08-15,ORD,CAK,2025-08-15 18:05:00+00:00,2025-08-15 20:49:00+00:00,2025-08-15 18:03:00+00:00,2025-08-15 20:38:00+00:00,50,CRJ-200,Express,65,49,29,-2.0,-11.0,164.0,36,38,0,0,0,0.0,7,14,10,0.76
UA,1878,2025-08-12,ORD,SFO,2025-08-12 12:46:00+00:00,2025-08-12 15:33:00+00:00,2025-08-12 12:36:00+00:00,2025-08-12 14:51:00+00:00,200,A321-2NX,Mainline,79,85,62,-10.0,-42.0,167.0,17,232,13,2,0,2.0,26,59,30,1.0
YX,3465,2025-08-11,ORD,GSP,2025-08-11 17:55:00+00:00,2025-08-11 21:00:00+00:00,2025-08-11 17:47:00+00:00,2025-08-11 20:56:00+00:00,76,ERJ-175,Express,59,85,34,-8.0,-4.0,185.0,25,78,1,1,1,0.0,11,20,16,1.0
G7,4445,2025-08-15,ORD,BHM,2025-08-15 10:55:00+00:00,2025-08-15 12:55:00+00:00,2025-08-15 10:57:00+00:00,2025-08-15 12:55:00+00:00,50,CRJ-550,Express,69,83,29,2.0,0.0,120.0,40,45,0,0,0,1.0,0,11,6,0.9
UA,1297,2025-08-03,ORD,DFW,2025-08-03 08:45:00+00:00,2025-08-03 11:24:00+00:00,2025-08-03 09:04:00+00:00,2025-08-03 11:36:00+00:00,126,A319-100,Mainline,58,59,43,19.0,12.0,159.0,15,151,7,3,2,1.0,20,42,20,1.0
G7,4554,2025-08-07,ORD,GRB,2025-08-07 14:00:00+00:00,2025-08-07 15:11:00+00:00,2025-08-07 14:00:00+00:00,2025-08-07 15:16:00+00:00,50,CRJ-550,Express,71,84,29,0.0,5.0,71.0,42,45,0,0,0,1.0,6,6,23,0.9
OO,5490,2025-08-03,ORD,YYZ,2025-08-03 07:04:00+00:00,2025-08-03 09:58:00+00:00,2025-08-03 07:01:00+00:00,2025-08-03 09:55:00+00:00,76,ERJ-175,Express,1146,1134,42,-3.0,-3.0,174.0,1104,76,3,0,0,5.0,0,17,19,1.0
UA,1198,2025-08-07,ORD,CUN,2025-08-07 09:21:00+00:00,2025-08-07 13:14:00+00:00,2025-08-07 10:03:00+00:00,2025-08-07 13:32:00+00:00,179,B737-900,Mainline,85,124,70,42.0,18.0,233.0,15,239,16,6,0,1.0,0,106,1,1.0
UA,1584,2025-08-04,ORD,LAX,2025-08-04 10:50:00+00:00,2025-08-04 13:23:00+00:00,2025-08-04 10:42:00+00:00,2025-08-04 13:05:00+00:00,200,A321-2NX,Mainline,1028,1015,62,-8.0,-18.0,153.0,966,209,2,0,0,3.0,1,115,12,1.0
G7,4463,2025-08-06,ORD,ABE,2025-08-06 18:35:00+00:00,2025-08-06 21:55:00+00:00,2025-08-06 18:37:00+00:00,2025-08-06 21:27:00+00:00,50,CRJ-550,Express,94,96,29,2.0,-28.0,200.0,65,44,1,0,0,2.0,0,3,16,0.88
G7,4188,2025-08-14,ORD,GSO,2025-08-14 18:10:00+00:00,2025-08-14 21:17:00+00:00,2025-08-14 19:57:00+00:00,2025-08-14 22:40:00+00:00,50,CRJ-550,Express,-25,56,29,107.0,83.0,187.0,-54,49,1,0,1,0.0,1,15,9,0.98
UA,2378,2025-08-06,ORD,LAX,2025-08-06 21:42:00+00:00,2025-08-07 00:15:00+00:00,2025-08-06 23:59:00+00:00,2025-08-07 02:22:00+00:00,200,A321-2NX,Mainline,82,175,62,137.0,127.0,153.0,20,256,15,1,1,6.0,0,124,114,1.0
YX,3668,2025-08-14,ORD,IND,2025-08-14 08:45:00+00:00,2025-08-14 11:04:00+00:00,2025-08-14 08:59:00+00:00,2025-08-14 11:04:00+00:00,76,ERJ-175,Express,68,81,34,14.0,0.0,139.0,34,64,0,0,0,1.0,2,18,11,0.8421052631578947
OO,4780,2025-08-07,ORD,CAK,2025-08-07 11:00:00+00:00,2025-08-07 13:34:00+00:00,2025-08-07 11:05:00+00:00,2025-08-07 13:26:00+00:00,50,CRJ-550,Express,66,73,29,5.0,-8.0,154.0,37,54,1,0,0,2.0,6,10,21,1.0
OO,5568,2025-08-05,ORD,MLI,2025-08-05 09:07:00+00:00,2025-08-05 10:22:00+00:00,2025-08-05 08:59:00+00:00,2025-08-05 10:11:00+00:00,50,CRJ-200,Express,62,60,29,-8.0,-11.0,75.0,33,57,3,1,0,2.0,0,20,31,1.0
YX,3635,2025-08-15,ORD,MSN,2025-08-15 19:35:00+00:00,2025-08-15 20:48:00+00:00,2025-08-15 19:39:00+00:00,2025-08-15 20:43:00+00:00,76,ERJ-175,Express,45,79,34,4.0,-5.0,73.0,11,73,1,0,0,1.0,9,2,45,0.9605263157894737
OO,5643,2025-08-09,ORD,CAK,2025-08-09 21:10:00+00:00,2025-08-09 23:46:00+00:00,2025-08-09 22:58:00+00:00,2025-08-10 01:16:00+00:00,76,ERJ-175,Express,45,136,34,108.0,90.0,156.0,11,34,1,0,0,3.0,5,0,15,0.4473684210526316
OO,5234,2025-08-02,ORD,MKE,2025-08-02 10:35:00+00:00,2025-08-02 11:35:00+00:00,2025-08-02 10:30:00+00:00,2025-08-02 11:19:00+00:00,50,CRJ-550,Express,45,45,29,-5.0,-16.0,60.0,16,48,1,0,0,2.0,6,1,11,0.96
UA,356,2025-08-08,ORD,ATL,2025-08-08 14:30:00+00:00,2025-08-08 17:39:00+00:00,2025-08-08 14:27:00+00:00,2025-08-08 17:43:00+00:00,126,B737-700,Mainline,94,99,43,-3.0,4.0,189.0,51,133,9,2,1,6.0,1,33,23,1.0
YX,3638,2025-08-12,ORD,CHS,2025-08-12 10:35:00+00:00,2025-08-12 14:02:00+00:00,2025-08-12 10:29:00+00:00,2025-08-12 13:44:00+00:00,76,ERJ-175,Express,72,93,34,-6.0,-18.0,207.0,38,90,4,2,0,1.0,4,30,18,1.0
OO,5534,2025-08-02,ORD,OMA,2025-08-02 16:00:00+00:00,2025-08-02 17:43:00+00:00,2025-08-02 15:58:00+00:00,2025-08-02 17:39:00+00:00,76,ERJ-175,Express,68,80,34,-2.0,-4.0,103.0,34,83,2,0,0,2.0,0,8,73,1.0
OO,5731,2025-08-05,ORD,STL,2025-08-05 11:01:00+00:00,2025-08-05 12:27:00+00:00,2025-08-05 10:56:00+00:00,2025-08-05 12:27:00+00:00,76,ERJ-175,Express,86,107,34,-5.0,0.0,86.0,52,83,1,0,1,2.0,13,12,33,1.0
OO,5668,2025-08-03,ORD,MKE,2025-08-03 14:09:00+00:00,2025-08-03 15:10:00+00:00,2025-08-03 14:21:00+00:00,2025-08-03 15:18:00+00:00,50,CRJ-550,Express,40,36,29,12.0,8.0,61.0,11,58,3,1,2,0.0,1,1,27,1.0
UA,1146,2025-08-10,ORD,MBJ,2025-08-10 08:42:00+00:00,2025-08-10 12:49:00+00:00,2025-08-10 08:34:00+00:00,2025-08-10 12:36:00+00:00,166,B737-800,Mainline,57,57,65,-8.0,-13.0,247.0,-8,138,6,2,1,3.0,18,36,39,0.8313253012048193
OO,5637,2025-08-09,ORD,GRB,2025-08-09 18:05:00+00:00,2025-08-09 19:18:00+00:00,2025-08-09 18:00:00+00:00,2025-08-09 19:44:00+00:00,70,ERJ-175,Express,55,59,34,-5.0,26.0,73.0,21,41,2,0,0,2.0,3,0,15,0.5857142857142857
YX,3536,2025-08-10,ORD,YUL,2025-08-10 07:15:00+00:00,2025-08-10 10:40:00+00:00,2025-08-10 07:23:00+00:00,2025-08-10 10:51:00+00:00,76,ERJ-175,Express,45,82,42,8.0,11.0,205.0,3,61,4,2,0,1.0,4,4,14,0.8026315789473685
UA,2092,2025-08-02,ORD,LGA,2025-08-02 08:00:00+00:00,2025-08-02 11:18:00+00:00,2025-08-02 07:55:00+00:00,2025-08-02 10:54:00+00:00,166,B737-MAX8,Mainline,132,95,57,-5.0,-24.0,198.0,75,214,13,1,1,1.0,0,45,6,1.0
UA,356,2025-08-11,ORD,ATL,2025-08-11 14:30:00+00:00,2025-08-11 17:39:00+00:00,2025-08-11 14:30:00+00:00,2025-08-11 17:33:00+00:00,126,B737-700,Mainline,94,70,43,0.0,-6.0,189.0,51,133,1,1,3,0.0,0,67,24,1.0
UA,622,2025-08-11,ORD,DEN,2025-08-11 13:04:00+00:00,2025-08-11 14:46:00+00:00,2025-08-11 13:12:00+00:00,2025-08-11 14:36:00+00:00,364,B777-2HD,Mainline,99,87,87,8.0,-10.0,102.0,12,437,24,6,3,9.0,21,171,82,1.0
UA,944,2025-08-05,ORD,FRA,2025-08-05 15:10:00+00:00,2025-08-06 06:30:00+00:00,2025-08-05 15:07:00+00:00,2025-08-06 06:06:00+00:00,318,B787-10,Mainline,1370,1346,155,-3.0,-24.0,920.0,1215,244,8,2,0,3.0,2,50,194,0.7672955974842768
UA,291,2025-08-15,ORD,BDL,2025-08-15 18:15:00+00:00,2025-08-15 21:36:00+00:00,2025-08-15 18:25:00+00:00,2025-08-15 21:43:00+00:00,150,A320-200,Mainline,65,60,46,10.0,7.0,201.0,19,166,5,1,0,2.0,0,16,88,1.0
OO,5868,2025-08-15,ORD,YWG,2025-08-15 19:58:00+00:00,2025-08-15 22:33:00+00:00,2025-08-15 19:56:00+00:00,2025-08-15 22:22:00+00:00,76,ERJ-175,Express,83,78,42,-2.0,-11.0,155.0,41,86,8,1,0,1.0,3,4,47,1.0
OO,5448,2025-08-04,ORD,FWA,2025-08-04 14:00:00+00:00,2025-08-04 16:12:00+00:00,2025-08-04 14:02:00+00:00,2025-08-04 16:10:00+00:00,50,CRJ-200,Express,132,137,29,2.0,-2.0,132.0,103,52,0,0,1,0.0,9,15,27,1.0
OO,5557,2025-08-03,ORD,OKC,2025-08-03 09:15:00+00:00,2025-08-03 11:54:00+00:00,2025-08-03 09:11:00+00:00,2025-08-03 11:48:00+00:00,70,ERJ-175,Express,96,102,34,-4.0,-6.0,159.0,62,79,2,1,3,1.0,0,20,32,1.0
OO,5795,2025-08-05,ORD,TUL,2025-08-05 09:00:00+00:00,2025-08-05 11:12:00+00:00,2025-08-05 08:52:00+00:00,2025-08-05 11:05:00+00:00,76,ERJ-175,Express,55,58,34,-8.0,-7.0,132.0,21,75,3,1,0,1.0,0,5,33,0.9868421052631579
UA,445,2025-08-05,ORD,ANC,2025-08-05 15:50:00+00:00,2025-08-05 19:35:00+00:00,2025-08-05 15:48:00+00:00,2025-08-05 19:25:00+00:00,179,B737-MAX9,Mainline,68,89,56,-2.0,-10.0,225.0,12,142,7,1,0,5.0,12,15,64,0.7932960893854749
YX,3667,2025-08-02,ORD,GSP,2025-08-02 13:55:00+00:00,2025-08-02 16:54:00+00:00,2025-08-02 13:59:00+00:00,2025-08-02 16:44:00+00:00,76,ERJ-175,Express,110,132,34,4.0,-10.0,179.0,76,98,8,1,0,1.0,7,30,15,1.0
UA,587,2025-08-06,ORD,YUL,2025-08-06 14:07:00+00:00,2025-08-06 17:26:00+00:00,2025-08-06 14:07:00+00:00,2025-08-06 17:12:00+00:00,166,B737-MAX8,Mainline,76,103,65,0.0,-14.0,199.0,11,168,6,0,0,3.0,8,41,45,1.0
UA,1178,2025-08-01,ORD,ORF,2025-08-01 18:22:00+00:00,2025-08-01 21:40:00+00:00,2025-08-01 18:26:00+00:00,2025-08-01 22:00:00+00:00,179,B737-900,Mainline,120,144,119,4.0,20.0,198.0,1,231,12,3,2,2.0,0,51,101,1.0
OO,4778,2025-08-01,ORD,FAR,2025-08-01 08:45:00+00:00,2025-08-01 10:57:00+00:00,2025-08-01 10:57:00+00:00,2025-08-01 12:55:00+00:00,50,CRJ-200,Express,-130,33,29,132.0,118.0,132.0,-159,50,1,0,0,0.0,7,25,7,1.0
OO,5289,2025-08-13,ORD,CRW,2025-08-13 10:35:00+00:00,2025-08-13 13:16:00+00:00,2025-08-13 13:47:00+00:00,2025-08-13 16:48:00+00:00,50,CRJ-550,Express,238,38,29,192.0,212.0,161.0,209,49,1,0,0,1.0,12,4,56,0.98
UA,1741,2025-08-07,ORD,JAC,2025-08-07 09:20:00+00:00,2025-08-07 11:35:00+00:00,2025-08-07 09:17:00+00:00,2025-08-07 11:22:00+00:00,126,B737-700,Mainline,784,592,43,-3.0,-13.0,135.0,741,150,6,0,3,2.0,3,65,48,1.0
G7,4542,2025-08-11,ORD,LIT,2025-08-11 20:05:00+00:00,2025-08-11 22:16:00+00:00,2025-08-11 21:24:00+00:00,2025-08-11 23:35:00+00:00,50,CRJ-550,Express,70,67,29,79.0,79.0,131.0,41,56,2,0,0,0.0,3,4,30,1.0
OO,5383,2025-08-12,ORD,TVC,2025-08-12 13:55:00+00:00,2025-08-12 16:12:00+00:00,2025-08-12 14:07:00+00:00,2025-08-12 16:21:00+00:00,50,CRJ-550,Express,40,33,29,12.0,9.0,137.0,11,48,2,1,0,2.0,9,3,31,0.96
OO,5269,2025-08-10,ORD,PIA,2025-08-10 13:55:00+00:00,2025-08-10 15:03:00+00:00,2025-08-10 19:01:00+00:00,2025-08-10 20:18:00+00:00,50,CRJ-200,Express,110,40,29,306.0,315.0,68.0,81,45,3,1,0,1.0,5,8,13,0.9
UA,1215,2025-08-15,ORD,ANC,2025-08-15 09:25:00+00:00,2025-08-15 13:17:00+00:00,2025-08-15 09:20:00+00:00,2025-08-15 12:52:00+00:00,166,B737-MAX8,Mainline,81,89,51,-5.0,-25.0,232.0,30,172,2,0,0,1.0,0,16,139,1.0
OO,4789,2025-08-08,ORD,FAR,2025-08-08 20:00:00+00:00,2025-08-08 22:12:00+00:00,2025-08-08 21:06:00+00:00,2025-08-08 22:59:00+00:00,70,ERJ-175,Express,-13,32,34,66.0,47.0,132.0,-47,72,4,1,2,0.0,0,6,57,1.0
OO,5608,2025-08-15,ORD,GRB,2025-08-15 11:10:00+00:00,2025-08-15 12:23:00+00:00,2025-08-15 11:00:00+00:00,2025-08-15 12:11:00+00:00,50,CRJ-200,Express,98,61,29,-10.0,-12.0,73.0,69,47,1,0,0,0.0,1,19,28,0.94
OO,5601,2025-08-15,ORD,FNT,2025-08-15 13:55:00+00:00,2025-08-15 16:11:00+00:00,2025-08-15 13:52:00+00:00,2025-08-15 16:40:00+00:00,50,CRJ-200,Express,110,117,29,-3.0,29.0,136.0,81,50,0,0,0,4.0,15,20,16,1.0
OO,4791,2025-08-15,ORD,SBN,2025-08-15 10:35:00+00:00,2025-08-15 12:33:00+00:00,2025-08-15 10:32:00+00:00,2025-08-15 12:27:00+00:00,50,CRJ-550,Express,41,41,29,-3.0,-6.0,118.0,12,49,2,0,0,0.0,15,7,18,0.98
YX,3663,2025-08-08,ORD,BGR,2025-08-08 18:10:00+00:00,2025-08-08 21:59:00+00:00,2025-08-08 18:12:00+00:00,2025-08-08 21:52:00+00:00,76,ERJ-175,Express,74,103,34,2.0,-7.0,229.0,40,85,4,1,0,3.0,4,21,31,1.0
OO,5470,2025-08-09,ORD,GEG,2025-08-09 08:40:00+00:00,2025-08-09 10:56:00+00:00,2025-08-09 08:36:00+00:00,2025-08-09 10:29:00+00:00,76,ERJ-175,Express,43,70,34,-4.0,-27.0,136.0,9,96,8,3,0,0.0,19,24,8,1.0
